id,gene,chrom,chromStart,chromEnd,strand,gene_length
ENSG00000079739.14,PGM1,chr1,63593276,63660245,+,66970
ENSG00000085491.14,SLC25A24,chr1,108134036,108200849,-,66814
ENSG00000160062.13,ZBTB8A,chr1,32539427,32605939,+,66513
ENSG00000086619.12,ERO1LB,chr1,236215555,236281985,-,66431
ENSG00000198400.10,NTRK1,chr1,156815640,156881850,+,66211
ENSG00000196505.9,GDAP2,chr1,117863485,117929630,-,66146
ENSG00000143514.15,TP53BP2,chr1,223779899,223845972,-,66074
ENSG00000117697.13,NSL1,chr1,212726153,212791782,-,65630
ENSG00000020633.17,RUNX3,chr1,24899511,24965121,-,65611
ENSG00000116138.11,DNAJC16,chr1,15526813,15592379,+,65567
ENSG00000263961.5,C1orf186,chr1,206037231,206102459,+,65229
ENSG00000188092.13,GPR89B,chr1,147928393,147993521,+,65129
ENSG00000137948.17,BRDT,chr1,91949371,92014426,+,65056
ENSG00000057252.11,SOAT1,chr1,179293714,179358680,+,64967
ENSG00000116406.17,EDEM3,chr1,184690231,184754913,-,64683
ENSG00000134207.13,SYT6,chr1,114089291,114153919,-,64629
ENSG00000160712.11,IL6R,chr1,154405193,154469450,+,64258
ENSG00000004487.14,KDM1A,chr1,23019448,23083689,+,64242
ENSG00000116544.10,DLGAP3,chr1,34865436,34929585,-,64150
ENSG00000047410.12,TPR,chr1,186311652,186375693,-,64042
ENSG00000123473.14,STIL,chr1,47250139,47314147,-,64009
ENSG00000158816.14,VWA5B1,chr1,20290919,20354894,+,63976
ENSG00000077254.13,USP33,chr1,77695987,77759852,-,63866
ENSG00000177414.12,UBE2U,chr1,64203627,64267368,+,63742
ENSG00000198160.13,MIER1,chr1,66924895,66988619,+,63725
ENSG00000134245.16,WNT2B,chr1,112466541,112530165,+,63625
ENSG00000117009.10,KMO,chr1,241532134,241595642,+,63509
ENSG00000157131.10,C8A,chr1,56854806,56918221,+,63416
ENSG00000117054.12,ACADM,chr1,75724347,75787575,+,63229
ENSG00000134201.9,GSTM5,chr1,109712255,109775428,+,63174
ENSG00000127472.9,PLA2G5,chr1,20028179,20091190,+,63012
ENSG00000137992.13,DBT,chr1,100186919,100249834,-,62916
ENSG00000116266.9,STXBP3,chr1,108746674,108809526,+,62853
ENSG00000198198.12,SZT2,chr1,43389882,43452650,+,62769
ENSG00000116793.14,PHTF1,chr1,113696831,113759489,-,62659
ENSG00000117262.17,GPR89A,chr1,145607990,145670648,+,62659
ENSG00000066279.15,ASPM,chr1,197084128,197146694,-,62567
ENSG00000197472.13,ZNF695,chr1,246945547,247008093,-,62547
ENSG00000178585.13,CTNNBIP1,chr1,9848276,9910336,-,62061
ENSG00000134709.9,HOOK1,chr1,59814786,59876378,+,61593
ENSG00000142973.11,CYP4B1,chr1,46757838,46819413,+,61576
ENSG00000117724.11,CENPF,chr1,214603195,214664588,+,61394
ENSG00000135766.8,EGLN1,chr1,231363751,231425044,-,61294
ENSG00000143252.13,SDHC,chr1,161314257,161375340,+,61084
ENSG00000049246.13,PER3,chr1,7784320,7845177,+,60858
ENSG00000066557.5,LRRC40,chr1,70144805,70205620,-,60816
ENSG00000133063.14,CHIT1,chr1,203212827,203273641,-,60815
ENSG00000159592.9,GPBP1L1,chr1,45627304,45688113,-,60810
ENSG00000203685.8,C1orf95,chr1,226548800,226609214,+,60415
ENSG00000120341.17,SEC16B,chr1,177923956,177984303,-,60348
ENSG00000183831.6,ANKRD45,chr1,173609561,173669862,-,60302
ENSG00000116584.16,ARHGEF2,chr1,155946851,156007070,-,60220
ENSG00000143033.16,MTF2,chr1,93079235,93139081,+,59847
ENSG00000084628.8,NKAIN1,chr1,31179745,31239554,-,59810
ENSG00000119283.14,TRIM67,chr1,231162112,231221556,+,59445
ENSG00000079277.18,MKNK1,chr1,46557408,46616843,-,59436
ENSG00000121957.11,GPSM2,chr1,108875350,108934545,+,59196
ENSG00000116329.9,OPRD1,chr1,28812142,28871267,+,59126
ENSG00000198799.10,LRIG2,chr1,113073209,113132260,+,59052
ENSG00000117174.9,ZNHIT6,chr1,85649423,85708433,-,59011
ENSG00000116205.9,TCEANC2,chr1,54053587,54112519,+,58933
ENSG00000163468.13,CCT3,chr1,156308968,156367873,-,58906
ENSG00000058085.13,LAMC2,chr1,183186238,183244900,+,58663
ENSG00000135750.13,KCNK1,chr1,233614004,233672512,+,58509
ENSG00000058673.14,ZC3H11A,chr1,203795654,203854124,+,58471
ENSG00000204624.7,PTCHD2,chr1,11479166,11537584,+,58419
ENSG00000117707.14,PROX1,chr1,213983181,214041502,+,58322
ENSG00000143147.13,GPR161,chr1,168079543,168137667,-,58125
ENSG00000187010.17,RHD,chr1,25272393,25330445,+,58053
ENSG00000117625.12,RCOR3,chr1,211258377,211316385,+,58009
ENSG00000134242.14,PTPN22,chr1,113813811,113871759,-,57949
ENSG00000156869.11,FRRS1,chr1,99708703,99766631,-,57929
ENSG00000085831.14,TTC39A,chr1,51287258,51345116,-,57859
ENSG00000160789.18,LMNA,chr1,156082573,156140089,+,57517
ENSG00000121481.9,RNF2,chr1,185045364,185102608,+,57245
ENSG00000117620.11,SLC35A3,chr1,99969789,100026979,+,57191
ENSG00000001461.15,NIPAL3,chr1,24415794,24472976,+,57183
ENSG00000137944.15,CCBL2,chr1,88935773,88992953,-,57181
ENSG00000143442.20,POGZ,chr1,151402724,151459465,-,56742
ENSG00000116815.14,CD58,chr1,116514535,116571039,-,56505
ENSG00000117013.13,KCNQ4,chr1,40784012,40840452,+,56441
ENSG00000197429.9,IPP,chr1,45694324,45750650,-,56327
ENSG00000173218.13,VANGL1,chr1,115641953,115698224,+,56272
ENSG00000142661.17,MYOM3,chr1,24056035,24112175,-,56141
ENSG00000197056.8,ZMYM1,chr1,35059786,35115859,+,56074
ENSG00000143499.12,SMYD2,chr1,214281102,214337131,+,56030
ENSG00000088280.17,ASAP3,chr1,23428563,23484568,-,56006
ENSG00000158315.9,RHBDL2,chr1,38885807,38941799,-,55993
ENSG00000159339.12,PADI4,chr1,17308195,17364004,+,55810
ENSG00000119285.9,HEATR1,chr1,236549005,236604504,-,55500
ENSG00000162383.10,SLC1A7,chr1,53087179,53142632,-,55454
ENSG00000162772.15,ATF3,chr1,212565334,212620777,+,55444
ENSG00000162614.17,NEXN,chr1,77888513,77943895,+,55383
ENSG00000066135.11,KDM4A,chr1,43650158,43705515,+,55358
ENSG00000163565.17,IFI16,chr1,158999968,159055155,+,55188
ENSG00000198700.8,IPO9,chr1,201829141,201884294,+,55154
ENSG00000143458.10,GABPB2,chr1,151070578,151125542,+,54965
ENSG00000116704.7,SLC35D1,chr1,66999332,67054099,-,54768
ENSG00000143842.13,SOX13,chr1,204073115,204127743,+,54629
ENSG00000135773.11,CAPN9,chr1,230747384,230802003,+,54620
ENSG00000162885.11,B3GALNT2,chr1,235449923,235504481,-,54559
ENSG00000136636.11,KCTD3,chr1,215567392,215621807,+,54416
ENSG00000116852.13,KIF21B,chr1,200969390,201023700,-,54311
ENSG00000154342.5,WNT3A,chr1,228007051,228061260,+,54210
ENSG00000122218.13,COPA,chr1,160289273,160343400,-,54128
ENSG00000117245.11,KIF17,chr1,20664014,20718017,-,54004
ENSG00000171680.19,PLEKHG5,chr1,6466092,6520061,-,53970
ENSG00000067704.9,IARS2,chr1,220094102,220148041,+,53940
ENSG00000120656.10,TAF12,chr1,28589323,28643085,-,53763
ENSG00000157060.13,SHCBP1L,chr1,182899865,182953525,-,53661
ENSG00000142583.16,SLC2A5,chr1,9035107,9088478,-,53372
ENSG00000131778.16,CHD1L,chr1,147242641,147295766,+,53126
ENSG00000067533.5,RRP15,chr1,218285287,218337983,+,52697
ENSG00000143740.13,SNAP47,chr1,227728539,227781231,+,52693
ENSG00000117115.11,PADI2,chr1,17066761,17119435,-,52675
ENSG00000174842.15,GLMN,chr1,92246402,92298987,-,52586
ENSG00000203995.8,ZYG11A,chr1,52842511,52894998,+,52488
ENSG00000116489.11,CAPZA1,chr1,112619173,112671619,+,52447
ENSG00000169991.9,IFFO2,chr1,18904281,18956686,-,52406
ENSG00000134259.3,NGF,chr1,115285918,115338236,-,52319
ENSG00000142698.13,C1orf94,chr1,34166883,34219131,+,52249
ENSG00000143847.14,PPFIA4,chr1,203026498,203078740,+,52243
ENSG00000084636.16,COL16A1,chr1,31652247,31704319,-,52073
ENSG00000162923.13,WDR26,chr1,224385143,224437033,-,51891
ENSG00000197106.6,SLC6A17,chr1,110150486,110202202,+,51717
ENSG00000143398.18,PIP5K1A,chr1,151197949,151249536,+,51588
ENSG00000197312.10,DDI2,chr1,15617500,15669044,+,51545
ENSG00000135775.12,COG2,chr1,230642489,230693982,+,51494
ENSG00000143569.17,UBAP2L,chr1,154220179,154271510,+,51332
ENSG00000117758.12,STX12,chr1,27773183,27824452,+,51270
ENSG00000183317.15,EPHA10,chr1,37713880,37765133,-,51254
ENSG00000219481.9,NBPF1,chr1,16562319,16613562,-,51244
ENSG00000132676.14,DAP3,chr1,155687960,155739010,+,51051
ENSG00000065600.11,TMEM206,chr1,212363931,212414901,-,50971
ENSG00000143457.9,GOLPH3L,chr1,150646225,150697144,-,50920
ENSG00000198520.9,C1orf228,chr1,44674692,44725591,+,50900
ENSG00000186160.4,CYP4Z1,chr1,47067488,47118319,+,50832
ENSG00000116199.10,FAM20B,chr1,179025804,179076562,+,50759
ENSG00000176261.14,ZBTB8OS,chr1,32600172,32650903,-,50732
ENSG00000081019.12,RSBN1,chr1,113761832,113812476,-,50645
ENSG00000162419.11,GMEB1,chr1,28668732,28719353,+,50622
ENSG00000116786.10,PLEKHM2,chr1,15684332,15734769,+,50438
ENSG00000135823.12,STX6,chr1,180972712,181023121,-,50410
ENSG00000187144.10,SPATA21,chr1,16387117,16437424,-,50308
ENSG00000253148.1,RGS21,chr1,192316992,192367285,+,50294
ENSG00000263956.4,NBPF11,chr1,148102046,148152322,-,50277
ENSG00000143294.13,PRCC,chr1,156750610,156800817,+,50208
ENSG00000163431.12,LMOD1,chr1,201896452,201946588,-,50137
ENSG00000188786.9,MTF1,chr1,37809567,37859620,-,50054
ENSG00000196418.11,ZNF124,chr1,247121975,247172016,-,50042
ENSG00000154305.15,MIA3,chr1,222618086,222668012,+,49927
ENSG00000162496.7,DHRS3,chr1,12567910,12617731,-,49822
ENSG00000092853.12,CLSPN,chr1,35720218,35769967,-,49750
ENSG00000081277.10,PKP1,chr1,201283452,201332993,+,49542
ENSG00000269713.6,NBPF9,chr1,149054027,149103561,-,49535
ENSG00000122417.14,ODF2L,chr1,86346824,86396342,-,49519
ENSG00000162373.11,BEND5,chr1,48727523,48776969,-,49447
ENSG00000156876.9,SASS6,chr1,100083563,100132955,-,49393
ENSG00000162889.9,MAPKAPK2,chr1,206684944,206734283,+,49340
ENSG00000203965.11,EFCAB7,chr1,63523372,63572693,+,49322
ENSG00000116260.15,QSOX1,chr1,180154834,180204030,+,49197
ENSG00000143479.14,DYRK3,chr1,206635536,206684419,+,48884
ENSG00000117594.8,HSD11B1,chr1,209686178,209734950,+,48773
ENSG00000121454.5,LHX4,chr1,180230286,180278982,+,48697
ENSG00000163349.20,HIPK1,chr1,113929192,113977869,+,48678
ENSG00000099260.9,PALMD,chr1,99645943,99694541,+,48599
ENSG00000135829.15,DHX9,chr1,182839369,182887751,+,48383
ENSG00000082512.13,TRAF5,chr1,211326615,211374946,+,48332
ENSG00000180999.9,C1orf105,chr1,172420688,172468831,+,48144
ENSG00000143756.10,FBXO28,chr1,224114087,224162047,+,47961
ENSG00000116750.12,UCHL5,chr1,193012250,193060080,-,47831
ENSG00000143799.11,PARP1,chr1,226360691,226408079,-,47389
ENSG00000116754.12,SRSF11,chr1,70205682,70253052,+,47371
ENSG00000183856.9,IQGAP3,chr1,156525405,156572604,-,47200
ENSG00000174371.15,EXO1,chr1,241847967,241895148,+,47182
ENSG00000116830.10,TTF2,chr1,117060303,117107453,+,47151
ENSG00000117155.15,SSX2IP,chr1,84643707,84690803,-,47097
ENSG00000121774.16,KHDRBS1,chr1,32013829,32060850,+,47022
ENSG00000177888.7,ZBTB41,chr1,197153680,197200542,-,46863
ENSG00000132716.17,DCAF8,chr1,160215715,160262531,-,46817
ENSG00000169403.10,PTAFR,chr1,28147166,28193936,-,46771
ENSG00000143624.12,INTS3,chr1,153728067,153774808,+,46742
ENSG00000123836.13,PFKFB2,chr1,207034366,207081024,+,46659
ENSG00000143194.11,MAEL,chr1,166975582,167022214,+,46633
ENSG00000090273.12,NUDC,chr1,26900238,26946862,+,46625
ENSG00000196182.9,STK40,chr1,36339624,36385896,-,46273
ENSG00000163564.13,PYHIN1,chr1,158930796,158977054,+,46259
ENSG00000118197.12,DDX59,chr1,200623896,200669969,-,46074
ENSG00000160710.14,ADAR,chr1,154582062,154627999,-,45938
ENSG00000163239.11,TDRD10,chr1,154502219,154548147,+,45929
ENSG00000204006.7,C1orf185,chr1,51102234,51148086,+,45853
ENSG00000163867.15,ZMYM6,chr1,34986165,35031968,-,45804
ENSG00000171612.6,SLC25A33,chr1,9539482,9585179,+,45698
ENSG00000117600.11,LPPR4,chr1,99263953,99309590,+,45638
ENSG00000157181.13,C1orf27,chr1,186375758,186421378,+,45621
ENSG00000134255.12,CEPT1,chr1,111139627,111185102,+,45476
ENSG00000162601.8,MYSM1,chr1,58654739,58700092,-,45354
ENSG00000156875.12,HIAT1,chr1,100038097,100083377,+,45281
ENSG00000117676.12,RPS6KA1,chr1,26529761,26575030,+,45270
ENSG00000186063.11,AIDA,chr1,222668013,222713210,-,45198
ENSG00000133069.13,TMCC2,chr1,205228176,205273343,+,45168
ENSG00000155380.10,SLC16A1,chr1,112911847,112957013,-,45167
ENSG00000158055.14,GRHL3,chr1,24319322,24364482,+,45161
ENSG00000116198.11,CEP104,chr1,3812081,3857214,-,45134
ENSG00000162368.12,CMPK1,chr1,47333797,47378839,+,45043
ENSG00000117016.8,RIMS3,chr1,40620679,40665657,-,44979
ENSG00000130695.12,CEP85,chr1,26234153,26279038,+,44886
ENSG00000142794.17,NBPF3,chr1,21440128,21485005,+,44878
ENSG00000127483.16,HP1BP3,chr1,20742661,20787323,-,44663
ENSG00000000457.12,SCYL3,chr1,169849631,169894267,-,44637
ENSG00000184678.9,HIST2H2BE,chr1,149842204,149886652,-,44449
ENSG00000143171.11,RXRG,chr1,165400917,165445355,-,44439
ENSG00000162604.11,TM2D1,chr1,61681046,61725423,-,44378
ENSG00000185860.12,C1orf110,chr1,162824458,162868815,-,44358
ENSG00000162645.11,GBP2,chr1,89106132,89150456,-,44325
ENSG00000213512.1,GBP7,chr1,89131751,89176040,-,44290
ENSG00000160094.13,ZNF362,chr1,33256545,33300719,+,44175
ENSG00000097096.8,SYDE2,chr1,85156873,85201046,-,44174
ENSG00000142224.14,IL19,chr1,206798870,206842981,+,44112
ENSG00000143653.9,SCCPDH,chr1,246724047,246768137,+,44091
ENSG00000204219.8,TCEA3,chr1,23381061,23424740,-,43680
ENSG00000035687.9,ADSS,chr1,244408494,244452134,-,43641
ENSG00000097033.13,SH3GLB1,chr1,86704570,86748184,+,43615
ENSG00000117335.17,CD46,chr1,207752057,207795513,+,43457
ENSG00000143367.14,TUFT1,chr1,151540305,151583583,+,43279
ENSG00000143337.17,TOR1AIP1,chr1,179882042,179925000,+,42959
ENSG00000134684.9,YARS,chr1,32775237,32818153,-,42917
ENSG00000188822.7,CNR2,chr1,23870526,23913362,-,42837
ENSG00000135824.11,RGS8,chr1,182641816,182684576,-,42761
ENSG00000064886.12,CHI3L2,chr1,111200771,111243440,+,42670
ENSG00000043514.14,TRIT1,chr1,39841022,39883511,-,42490
ENSG00000132128.15,LRRC41,chr1,46261196,46303608,-,42413
ENSG00000142606.14,MMEL1,chr1,2590639,2632990,-,42352
ENSG00000162641.17,AKNAD1,chr1,108815898,108858228,-,42331
ENSG00000126067.10,PSMB2,chr1,35599544,35641844,-,42301
ENSG00000028137.15,TNFRSF1B,chr1,12167003,12209228,+,42226
ENSG00000135776.4,ABCB10,chr1,229516582,229558695,-,42114
ENSG00000116497.16,S100PBP,chr1,32816767,32858879,+,42113
ENSG00000117533.13,VAMP4,chr1,171700160,171742247,-,42088
ENSG00000173614.12,NMNAT1,chr1,9943428,9985501,+,42074
ENSG00000007908.14,SELE,chr1,169722641,169764705,-,42065
ENSG00000182827.8,ACBD3,chr1,226144679,226186730,-,42052
ENSG00000177181.13,RIMKLA,chr1,42380795,42422578,+,41784
ENSG00000009307.14,CSDE1,chr1,114716913,114758676,-,41764
ENSG00000198625.11,MDM4,chr1,204516379,204558120,+,41742
ENSG00000133226.15,SRRM1,chr1,24631716,24673267,+,41552
ENSG00000116478.10,HDAC1,chr1,32292086,32333635,+,41550
ENSG00000213366.11,GSTM2,chr1,109668022,109709551,+,41530
ENSG00000143494.14,VASH2,chr1,212950520,212992037,+,41518
ENSG00000134198.8,TSPAN2,chr1,115048011,115089500,-,41490
ENSG00000116221.14,MRPL37,chr1,54184041,54225464,+,41424
ENSG00000174175.15,SELP,chr1,169588849,169630193,-,41345
ENSG00000083444.15,PLOD1,chr1,11934205,11975538,+,41334
ENSG00000143486.14,EIF2D,chr1,206571292,206612463,-,41172
ENSG00000123472.11,ATPAF1,chr1,46632737,46673867,-,41131
ENSG00000162769.11,FLVCR1,chr1,212858255,212899363,+,41109
ENSG00000135838.12,NPL,chr1,182789293,182830384,+,41092
ENSG00000142623.9,PADI1,chr1,17205126,17246005,+,40880
ENSG00000162836.10,ACP6,chr1,147629652,147670496,-,40845
ENSG00000143507.16,DUSP10,chr1,221701424,221742176,-,40753
ENSG00000123838.9,C4BPA,chr1,207104262,207144972,+,40711
ENSG00000162745.9,OLFML2B,chr1,161983192,162023854,-,40663
ENSG00000125944.17,HNRNPR,chr1,23303771,23344336,-,40566
ENSG00000162664.15,ZNF326,chr1,89995112,90035531,+,40420
ENSG00000070831.14,CDC42,chr1,22052627,22092946,+,40320
ENSG00000266338.5,NBPF15,chr1,144421386,144461674,-,40289
ENSG00000070886.9,EPHA8,chr1,22563564,22603594,+,40031
ENSG00000196517.10,SLC6A9,chr1,43991500,44031467,-,39968
ENSG00000196352.12,CD55,chr1,207321508,207360966,+,39459
ENSG00000143549.18,TPM3,chr1,154155304,154194648,-,39345
ENSG00000126106.12,TMEM53,chr1,44635238,44674555,-,39318
ENSG00000162512.14,SDC3,chr1,30869467,30908761,-,39295
ENSG00000117090.13,SLAMF1,chr1,160608100,160647295,-,39196
ENSG00000143297.17,FCRL5,chr1,157513377,157552520,-,39144
ENSG00000162494.5,LRRC38,chr1,13474977,13514048,-,39072
ENSG00000168710.16,AHCYL1,chr1,109984686,110023741,+,39056
ENSG00000143353.10,LYPLAL1,chr1,219173844,219212865,+,39022
ENSG00000117682.15,DHDDS,chr1,26432282,26471294,+,39013
ENSG00000137947.10,GTF2B,chr1,88852932,88891944,-,39013
ENSG00000121486.10,TRMT1L,chr1,185118098,185157072,-,38975
ENSG00000162616.8,DNAJB4,chr1,77979175,78017964,+,38790
ENSG00000117602.10,RCAN3,chr1,24502351,24541040,+,38690
ENSG00000143379.11,SETDB1,chr1,150926263,150964744,+,38482
ENSG00000135835.9,KIAA1614,chr1,180913154,180951614,+,38461
ENSG00000184007.16,PTP4A2,chr1,31906421,31944856,-,38436
ENSG00000066294.13,CD84,chr1,160541095,160579516,-,38422
ENSG00000158006.12,PAFAH2,chr1,25959767,25998157,-,38391
ENSG00000117143.12,UAP1,chr1,162561506,162599842,+,38337
ENSG00000162739.12,SLAMF6,chr1,160485030,160523262,-,38233
ENSG00000163395.15,IGFN1,chr1,201190825,201228952,+,38128
ENSG00000058799.12,YIPF1,chr1,53851719,53889834,-,38116
ENSG00000116353.14,MECR,chr1,29192873,29230942,-,38070
ENSG00000177301.12,KCNA2,chr1,110593580,110631474,-,37895
ENSG00000116918.12,TSNAX,chr1,231528653,231566524,+,37872
ENSG00000169905.11,TOR1AIP2,chr1,179839967,179877803,-,37837
ENSG00000143167.10,GPA33,chr1,167052836,167090631,-,37796
ENSG00000121753.11,BAI2,chr1,31727117,31764893,-,37777
ENSG00000196878.11,LAMB3,chr1,209614870,209652466,-,37597
ENSG00000163399.14,ATP1A1,chr1,116372668,116410261,+,37594
ENSG00000116133.10,DHCR24,chr1,54849633,54887218,-,37586
ENSG00000117153.14,KLHL12,chr1,202891100,202928636,-,37537
ENSG00000010932.14,FMO1,chr1,171248471,171285978,+,37508
ENSG00000069275.12,NUCKS1,chr1,205712819,205750276,-,37458
ENSG00000174827.12,PDZK1,chr1,145670852,145708148,-,37297
ENSG00000060688.11,SNRNP40,chr1,31259568,31296782,-,37215
ENSG00000123091.4,RNF11,chr1,51236271,51273455,+,37185
ENSG00000009780.14,FAM76A,chr1,27725979,27763122,+,37144
ENSG00000116604.16,MEF2D,chr1,156463727,156500828,-,37102
ENSG00000011021.20,CLCN6,chr1,11806096,11843144,+,37049
ENSG00000158062.19,UBXN11,chr1,26281328,26318363,-,37036
ENSG00000173728.9,C1orf100,chr1,244352635,244389663,+,37029
ENSG00000021852.11,C8B,chr1,56929210,56966140,-,36931
ENSG00000196187.10,TMEM63A,chr1,225845536,225882369,-,36834
ENSG00000065183.14,WDR3,chr1,117929720,117966542,+,36823
ENSG00000116857.15,TMEM9,chr1,201134772,201171574,-,36803
ENSG00000116906.10,GNPAT,chr1,231241207,231277973,+,36767
ENSG00000117305.13,HMGCL,chr1,23801885,23838620,-,36736
ENSG00000116525.12,TRIM62,chr1,33145402,33182059,-,36658
ENSG00000143149.11,ALDH9A1,chr1,165662216,165698863,-,36648
ENSG00000117791.14,MARC2,chr1,220748225,220784815,+,36591
ENSG00000187017.13,ESPN,chr1,6424788,6461370,+,36583
ENSG00000049239.11,H6PD,chr1,9234775,9271337,+,36563
ENSG00000117543.18,DPH5,chr1,100989623,101026088,-,36466
ENSG00000182183.13,FAM159A,chr1,52633344,52669683,+,36340
ENSG00000159445.11,THEM4,chr1,151873584,151909808,-,36225
ENSG00000162398.10,C1orf177,chr1,54806063,54842252,+,36190
ENSG00000084073.7,ZMPSTE24,chr1,40258107,40294184,+,36078
ENSG00000117862.10,TXNDC12,chr1,52020131,52056171,-,36041
ENSG00000235750.8,KIAA0040,chr1,175156987,175192999,-,36013
ENSG00000188157.12,AGRN,chr1,1020123,1056118,+,35996
ENSG00000143393.15,PI4KB,chr1,151291797,151327715,-,35919
ENSG00000254685.5,FPGT,chr1,74198212,74234086,+,35875
ENSG00000117222.12,RBBP5,chr1,205086142,205122015,-,35874
ENSG00000163131.9,CTSS,chr1,150730196,150765957,-,35762
ENSG00000132906.16,CASP9,chr1,15490832,15526534,-,35703
ENSG00000117322.15,CR2,chr1,207454230,207489895,+,35666
ENSG00000175262.13,C1orf127,chr1,10946471,10982037,-,35567
ENSG00000143819.11,EPHX1,chr1,225810092,225845563,+,35472
ENSG00000185278.13,ZBTB37,chr1,173868082,173903549,+,35468
ENSG00000117118.8,SDHB,chr1,17018722,17054170,-,35449
ENSG00000132681.15,ATP1A4,chr1,160151570,160186977,+,35408
ENSG00000116701.13,NCF2,chr1,183555563,183590876,-,35314
ENSG00000184144.8,CNTN2,chr1,205043197,205078499,+,35303
ENSG00000142619.4,PADI3,chr1,17249098,17284233,+,35136
ENSG00000198842.8,DUSP27,chr1,167094045,167129165,+,35121
ENSG00000162521.17,RBBP4,chr1,32651142,32686211,+,35070
ENSG00000132780.15,NASP,chr1,45583846,45618904,+,35059
ENSG00000162613.15,FUBP1,chr1,77944055,77979110,-,35056
ENSG00000116977.17,LGALS8,chr1,236518000,236552981,+,34982
ENSG00000182866.15,LCK,chr1,32251239,32286165,+,34927
ENSG00000168118.10,RAB4A,chr1,229271062,229305894,+,34833
ENSG00000134256.11,CD101,chr1,117001750,117036476,+,34727
ENSG00000116885.17,OSCP1,chr1,36415827,36450451,-,34625
ENSG00000134717.16,BTF3L4,chr1,52056125,52090716,+,34592
ENSG00000131591.16,C1orf159,chr1,1081818,1116361,-,34544
ENSG00000162493.15,PDPN,chr1,13583465,13617957,+,34493
ENSG00000162714.11,ZNF496,chr1,247297412,247331846,-,34435
ENSG00000158711.12,ELK4,chr1,205597556,205631962,-,34407
ENSG00000183682.7,BMP8A,chr1,39491646,39525935,+,34290
ENSG00000116809.10,ZBTB17,chr1,15941869,15976132,-,34264
ENSG00000116350.14,SRSF4,chr1,29147743,29181987,-,34245
ENSG00000117593.9,DARS2,chr1,173824503,173858546,+,34044
ENSG00000174514.11,MFSD4,chr1,205568885,205602918,+,34034
ENSG00000135763.8,URB2,chr1,229626234,229660199,+,33966
ENSG00000121940.14,CLCC1,chr1,108929508,108963457,-,33950
ENSG00000183431.10,SF3A3,chr1,37956975,37990921,-,33947
ENSG00000187554.10,TLR5,chr1,223109406,223143282,-,33877
ENSG00000143196.4,DPT,chr1,168695459,168729264,-,33806
ENSG00000117394.18,SLC2A1,chr1,42925375,42959173,-,33799
ENSG00000016602.9,CLCA4,chr1,86547078,86580754,+,33677
ENSG00000198952.8,SMG5,chr1,156249224,156282825,-,33602
ENSG00000126698.9,DNAJC8,chr1,28199456,28233025,-,33570
ENSG00000172031.6,EPHX4,chr1,92029982,92063536,+,33555
